subject,lsc_T2W20,atd_T2W20,density_T2W20,diameter_T2W20,asp_T2W20
CSO-8-4A-JRAAR,4.764705882352941,2.112303972156458,0.126722226558322,9.588235294117649,4.0308006007833
CSO-9-2A-EXMOCO,8.348837209302326,2.1508851548235235,0.1263463884962913,10.953488372093023,4.473305225013411
CSO-9-4A-AGAPE,8.363636363636363,2.213174244056597,0.1294570435216167,11.435064935064934,4.594061141202893
CSO-9-4A-DKVIMO,12.043478260869565,2.2729559939918,0.1399170018297761,8.884057971014492,3.8366418031547926
CSO-9-4A-DSMOMU,9.816793893129772,2.2545856765097896,0.1352649048617191,9.603053435114504,4.018155670340578
CSO-9-4A-DVGATO,9.113924050632912,2.3635328733895378,0.1412767916637885,9.310126582278482,3.933306505678356
CSO-9-4A-FAGIGA,10.536082474226804,2.3081682316066794,0.1371415293999954,9.494845360824742,4.043836058012114
CSO-9-4A-GSBRCO,10.22222222222222,2.382388311449936,0.1408549019193277,9.507936507936508,3.982039379499943
CSO-9-4A-KEMOCO,10.121951219512194,2.3277584204413477,0.1475775300739432,8.487804878048781,3.5800880014294645
CSO-9-4A-LCOMO,11.280701754385966,3.0374112815289283,0.2061474301412381,5.052631578947368,2.5460872689974856
CSO-9-4A-MLORO,12.115384615384617,2.509767768053967,0.1600909303115185,6.173076923076923,2.9668348933620425
CSO-9-4A-MPAME,7.804878048780488,2.397519195295379,0.1360486596139394,10.439024390243905,4.260629892982834
CSO-9-4A-NSARPA,10.15,2.199808221534228,0.1343685602896129,9.033333333333331,3.830299784781209
CSO-9-4A-SLOCA,9.657142857142857,2.5923431680364453,0.1574048687073897,8.185714285714285,3.5702466184609043
CSO-9-4A-YVDITR,10.22222222222222,2.113289760348584,0.123139070442992,10.5,4.348156270305393
