subject,nodes_T2W30,edges_T2W30,re_T2W30,l1_T2W30,l3_T2W30,lsc_T2W30,atd_T2W30
CSO-17-11A-SPUVA,22.421875,29.0,2.40625,1.765625,2.390625,14.515625,2.6100606152762187
CSO-17-11B-CDBEBU,22.61971830985916,28.183098591549296,1.4507042253521127,0.0,0.8732394366197183,13.43661971830986,2.536466168840564
CSO-17-11C-JDAAG,24.1,29.0,0.8307692307692308,0.0,0.5230769230769231,19.43846153846154,2.417857338994463
CSO-17-11C-MAPAMA,23.68027210884354,28.877551020408163,0.8571428571428571,0.3945578231292517,0.6666666666666666,18.80952380952381,2.453221091898998
CSO-17-11C-MCAAG,25.454545454545453,29.0,0.4343434343434343,0.1464646464646464,0.5707070707070707,16.893939393939394,2.29048512560925
CSO-17-11C-SARJA,23.964285714285715,29.0,0.9375,0.0,0.5982142857142857,17.678571428571427,2.441297968404049
CSO-18-11A-ADBAHO,24.5,29.0,0.45,0.29,0.81,19.02,2.3700565217391305
CSO-18-11B-YLLRE,24.54741379310345,29.0,0.7844827586206896,0.125,1.353448275862069,18.073275862068964,2.387779020412473
CSO-18-9B-MAMOLO,21.55457227138643,28.914454277286136,2.631268436578171,1.4041297935103243,2.129793510324484,15.289085545722712,2.7181706428537096
CSO-8-3A-DAPAVA,23.02369668246445,28.725118483412324,1.2274881516587677,1.0758293838862558,2.5545023696682465,15.545023696682463,2.521099219535889
CSO-8-3A-KVPECO,22.26086956521739,26.47826086956522,1.4782608695652173,0.6086956521739131,0.0,4.217391304347826,2.386968796798665
CSO-8-4A-ARAGR,22.524590163934427,28.65573770491803,1.8032786885245904,0.0,0.360655737704918,18.80327868852459,2.5622274024633627
CSO-8-4A-JRAAR,24.142857142857142,26.571428571428573,1.0,0.0,2.0,13.285714285714286,2.201904761904762
CSO-9-2A-EXMOCO,24.26050420168067,28.386554621848735,0.7647058823529411,0.5378151260504201,0.2436974789915966,16.73949579831933,2.353528987960848
CSO-9-4A-AGAPE,24.291666666666668,29.0,1.0833333333333333,0.4027777777777778,0.4375,18.75,2.405952316045915
CSO-9-4A-DKVIMO,22.25423728813559,29.0,0.5084745762711864,0.423728813559322,0.864406779661017,19.74576271186441,2.626955866507121
CSO-9-4A-DSMOMU,24.016528925619838,29.0,0.5950413223140496,0.371900826446281,1.0909090909090908,18.1404958677686,2.4264877803289586
CSO-9-4A-DVGATO,22.60135135135135,29.0,1.3108108108108107,1.0135135135135136,0.8716216216216216,15.013513513513514,2.588264871769381
CSO-9-4A-FAGIGA,22.632183908045977,29.0,1.735632183908046,0.4712643678160919,1.0229885057471264,18.20689655172414,2.582055909172614
CSO-9-4A-GSBRCO,22.83018867924528,29.0,2.0754716981132075,1.1886792452830188,1.471698113207547,18.71698113207547,2.5541943047525706
CSO-9-4A-KEMOCO,21.64516129032258,28.64516129032258,0.967741935483871,0.7096774193548387,1.2258064516129032,15.387096774193548,2.655608580293012
CSO-9-4A-LCOMO,14.95744680851064,29.0,5.574468085106383,2.5531914893617023,2.148936170212766,14.04255319148936,3.939981049990272
CSO-9-4A-MLORO,20.452380952380956,28.785714285714285,1.2142857142857142,0.8809523809523809,1.9523809523809523,17.333333333333332,2.823516127667811
CSO-9-4A-MPAME,22.548387096774192,29.0,0.5806451612903226,2.935483870967742,0.0,14.03225806451613,2.5799986642623387
CSO-9-4A-NSARPA,23.72,28.48,0.7,0.0,1.62,16.44,2.4075904124860648
CSO-9-4A-SLOCA,19.866666666666667,29.0,2.05,2.583333333333333,0.6166666666666667,16.983333333333334,2.9441708322836333
CSO-9-4A-YVDITR,25.625,29.0,0.0,0.5,0.375,18.0,2.2642307692307693
