subject,z_re_T6W50,z_l1_T6W50,z_l2_T6W50,z_l3_T6W50,z_diameter_T6W50,z_asp_T6W50
CSO-12-7A-IMERO,0.27380048881171165,0.08825353984873062,0.7295631430570712,0.024906692530655184,1.4668009218678366,1.147668671135816
CSO-12-7A-JHEZA,0.869143156125731,1.4977723457667875,0.9899724654635749,1.368178872574721,1.7406564506240905,2.1697730912076767
CSO-12-7A-LSARAR,0.9877848400485124,-1.412056688501932,0.36328738819844014,-1.2874720920618516,-0.4094183038470509,-0.19810388182772104
CSO-12-7A-SCAHO,0.809276496486076,-0.8920408697738352,-0.32980047467470025,0.06390766119740099,0.17794617596588636,0.07708959446297814
CSO-12-7B-DVAGRO,0.03149180242151794,1.4844027651528267,1.0580851717383226,0.3675492830741958,2.38158848179538,2.2484440259329004
CSO-12-7B-SMUGU,-1.200459554557306,0.048676933374010606,-1.0362734788615224,0.3302167141104246,0.48997423793479306,-0.18305789021770444
CSO-12-7B-SSARA,-0.08696187198749293,1.4539905327567484,0.10543726406148977,-0.6255313547810183,-0.012588219753885705,-0.08034155029283438
CSO-12-7B-VHOMA,-0.7518580464233396,1.1034903394718758,0.10401446940175106,-0.40667220562110207,-0.4261488665618118,-0.4588624041571085
CSO-12-8A-YTOME,-0.2770424360863298,-0.7391221662553876,0.07949913539399724,-0.6618705605862283,-1.2640824793673862,-0.9548559408975795
CSO-13-6A-ANASA,-0.03477079633787699,-0.4786092905833063,0.7653690387759791,-0.7845330926936007,-0.5517219129805755,-0.5927419802836197
CSO-13-6B-JETAVE,0.9788594916838348,-1.1247336499638751,-1.3906446687437044,0.8105343920337864,-0.26883335303171607,-0.2829303193821232
CSO-13-6B-LFMIES,-0.2892834623864251,0.543767980318449,-0.5043941103835636,-0.34363100473643793,1.4421043953260764,0.51767789117066
CSO-13-6B-LJMAHU,0.7195961406948151,-0.717337261855648,0.8444714444901346,-1.965133385086107,0.04812242293570864,-0.04699920570577008
CSO-13-7A-CAPAMU,-0.4373713404383765,0.9914425402583339,1.986767227406115,0.4059217960733958,0.8919791945738149,1.2755702418018742
CSO-13-7A-CDDITR,0.8312387238837589,-0.35401142743251285,0.05955098494209389,-0.05032969982925338,-0.1807877308862682,-0.3143242167393866
CSO-13-7A-JJATFL,-1.2196580240131358,-1.017543220265877,-0.10115572124763725,-0.4019598163446916,-1.5718524748246372,-1.6678335610587782
CSO-13-7A-KRAMA,-0.426105158364892,-0.36711831783651083,-0.5561589972016079,-1.6859966180015447,-0.7428307327309992,-1.3048647228103214
CSO-13-7A-RXCHLU,-1.468090410909216,-1.0913693735145882,-0.3544165515658971,-1.0786801200162095,-1.1620378554496846,-1.354196208161697
CSO-13-7A-YAMEZA,-0.6424179075145837,0.3810191007198696,0.8179600308648829,-0.3158379735279126,-0.28287110519331654,-0.47689215637269017
CSO-13-7A-YBOSO,0.1476770096162123,0.1967354432680845,-1.253664626494944,0.15380715663315014,-0.5894188506950042,-0.7122457498800897
CSO-13-8A-KIGAGU,0.021177475656851685,2.2864811529301874,-0.16671372498601025,-0.33284188905140827,-0.29569304300984767,-0.024552226289283902
CSO-13-8A-MBUAN,2.0779368254044037,0.6473453375009296,0.5865296507016333,-0.3645139268905742,1.2168349390706092,1.327355309990827
CSO-13-8A-MGAAN,-0.7043867931978749,0.17368661681363765,2.0492167852291647,-0.9297849850966403,-1.051166654622832,-0.6896949169193832
CSO-13-8A-MGAHE,0.6872451911351615,-0.009958619999852945,-1.239470351614589,0.7954926538951487,-0.09102664211403455,-0.34022945145781225
CSO-13-8A-MJAGA,1.2129052380082652,2.9314769359448793,-0.23604109784416988,-0.7577787672853772,1.8395481117094203,2.108490707812262
CSO-13-8A-VHODU,-1.8070283513928194,0.11965801002126096,-0.31931163945825763,-0.20479985234249087,-1.2879105044636232,-1.487410793742535
CSO-13-8B-FCJISA,-0.7123885292147277,-0.6154987106352362,0.3306986446837447,0.41448619450906055,-0.18480879216335672,-0.14715027707427633
CSO-13-8B-JEMABE,1.8667351053589318,-0.7126719276446174,-1.2725988576894844,-1.0838628983966079,0.15266681421659112,0.09053820022251552
CSO-13-9B-DMLLLU,0.9174664253404944,-0.5419677302186944,-1.083811501466503,1.5027214729631948,0.4480895026617168,0.38229834090100767
CSO-14-7A-MVEBE,-3.2642222131126744,-0.2889552739572505,-0.8678176763225639,-1.1999982802266238,-2.092647521298541,-2.4527419987150454
CSO-14-7B-EALHU,1.0737169397012318,-1.027661542075752,-0.29909028907125673,2.3201738383031563,-0.17927363857187664,0.21150324347611046
CSO-14-7B-EVEGO,0.3735466041365316,-0.5496762316466234,0.5106843949045679,0.6177771130210608,-0.6893197351308125,-0.4908051436395105
CSO-14-8A-AQUMA,-1.555620076609215,-0.9099163905857142,0.5755323419093674,-0.6710866804675414,-1.0151703985745422,-1.289206884916337
CSO-14-8A-MCIDOS,0.8975324370311436,0.15579186020922825,-0.15752717748198714,0.7105200060111655,0.8029730157206336,1.135761361026609
CSO-14-8A-SZARA,-0.7210338379320589,1.7627914519867438,0.8720438965501106,-0.2082714692178776,0.8423099163689557,0.7584314776431459
CSO-14-8B-JLLORA,-1.551360893390269,-0.05024572514534953,-1.122179867169162,1.4404964052003846,-0.6380529868084694,-0.7948573670178064
CSO-14-9A-AEDCAGO,-0.2392018756689984,-0.08062014292866154,1.2592460638152219,0.032754883486300075,-0.20051047572149977,-0.17065427908748776
CSO-14-9A-HASACA,-0.2731756505157305,-0.437436345326543,1.42132471205544,-1.0294518281511804,0.11068362854742901,-0.09194969755884043
CSO-14-9A-JSMAAL,-0.138251210491618,1.0703758953216262,0.8585109180691212,-0.852482375754601,-0.5968495854787927,-0.22934697342632127
CSO-14-9A-MARJA,-0.02621529026093017,-1.0072013213259212,-0.6597635138143281,1.0962830171641411,-0.10937457930296902,-0.3150942569415952
CSO-14-9A-SORZU,0.17232655769557118,0.6357210197280316,0.6339514352466922,0.06135389808103111,0.2610264223410469,0.44614487589044144
CSO-14-9B-ERAGA,-0.6605029484208811,0.24365886155870375,0.4347495065426965,-0.09327275798113592,-0.4711713497900941,-0.25929831580798535
CSO-14-9B-MFEGA,0.44467614547608303,0.9579481544499908,0.2901958443077752,2.68528136789961,0.8507479832514385,0.7828085862549261
CSO-15-10A-LJRAGU,0.6475591601663321,-0.9552740499674348,-1.6364225907905294,0.3315263953551205,-1.0804470027357091,-0.7930225286042287
CSO-15-10A-MAARLO,-0.03049383456144138,0.01813597236014037,-0.6318466098081231,0.21671634145199944,-0.10228853314528386,-0.3957154059683095
CSO-15-10A-SFEGA,0.5074155725152149,-0.6221054225778767,-0.20627182281377412,1.5897980418206283,-0.3031768523951779,-0.1826084626508501
CSO-15-10B-MEBUAR,-1.520533262344607,-0.8910927810194837,1.635231264012411,-0.03847191171606452,1.0727359030826424,0.34668094848296543
CSO-15-10B-YVBUAN,-0.42477366809748124,-0.5713668342727971,-0.6771454094391761,0.6617031202876532,-0.9298681055848971,-0.9264320594594402
CSO-15-10C-ALBAHO,0.9714259085729702,1.4290546538034827,1.5102739183507143,-0.5646963640858705,0.879691461241992,1.3550109948222644
CSO-15-10C-SSCAMO,1.668075692761589,0.3511626263289989,1.0794900839772181,-0.46174440093729546,0.8197730585420462,0.9710715655471613
CSO-15-11C-JETALO,0.7337855404611253,0.7411903122449208,2.6463996812429937,0.32414285756457495,2.05252093561881,2.4744044441415873
CSO-15-7B-JCRAGA,-1.4289137344507878,1.538595701286635,-0.39269256754710025,0.76362813551779,1.3438217897412146,0.9859293994912967
