subject,edges_T2W20,l1_T2W20,lcc_T2W20,z_l3_T2W20,z_asp_T2W20
CDMS-17-10A-ASSAMO,0.5283025107261066,-0.9475782693391982,0.7899432469863352,0.7841519606256555,-0.3424494987558607
CDMS-18-7C-VVECA,0.5283025107261066,-0.45630080768765713,0.18431392273742486,0.867127071752604,0.3424659224720021
CDMS-8-4A-DJAVDA,0.5283025107261066,1.9483730835540969,-1.4766398380331864,-1.9480513864845965,-0.8319476964728834
CDMS-8-4A-DOSTR,0.5283025107261066,1.566268391158454,-1.138632729795761,-0.19816345880420916,0.9948483433942378
CDMS-8-4A-LGOPA,-0.9968629155855284,-0.20453811958368182,-0.8119464337959488,-0.4611842964197064,-0.49454680244136157
CDMS-8-4C-JDBUTU,-3.8213579140085057,6.092579329935881,-4.86121414990594,-0.48868980751477137,2.688360991824147
CDMS-9-4A-ACDUTR,-0.29460621827774525,3.3963487600007447,-2.0861651954425358,-1.9492623002399752,0.8436223140399745
CDMS-9-4A-CARGA,0.5283025107261066,-0.5247181160406199,-0.5929402402901597,-0.3768480032790452,-0.702208199058348
CDMS-9-4A-CRAAG,0.5283025107261066,1.4726096470073415,-1.0848588716670775,-1.8038978629375055,1.177385407565064
CDMS-9-4A-EROHI,0.5283025107261066,0.6396258375350115,0.47871946468997933,-0.7983717027496352,1.3902286336515683
CDMS-9-4A-ILOSE,0.1259753504056816,-0.9475782693391982,0.6826644650843791,-0.03153181747858257,-1.0108737069320208
CDMS-9-4A-TGAFR,-1.0380836027831462,1.1363326704117203,-0.8718396498909097,0.267498680497402,-0.9735562503053561
CDMS-9-4C-SCAMO,0.1581615232313093,-0.7117650877464586,0.4085179883637458,-0.12491959902435465,-0.4858100195140645
CDMS-9-5A-ABERO,0.5283025107261066,2.3160527710287697,-1.1891085652119873,-0.3528059317944685,2.791286643307594
CDMS-9-5A-VVAAR,0.5283025107261066,-0.1656714040580086,0.9394964274858166,0.18896167631146904,-0.26126660516524564
CDMS-9-5C-JDMADE,0.23252774902935988,1.1252088291357971,-0.0582096350654706,0.370194369169374,0.7986628325197517
CDMS-9-5C-LVIZAC,-0.42180054173030707,1.7703432872696732,-1.3206074955942257,1.0475845688471292,2.7408002297317435
CDMS-9-5C-MLOGO,0.5283025107261066,0.5668183096967452,-0.7803987574915789,1.8707270227279762,0.7575140219609144
CDMS-9-5C-SCAAG,-0.8353748116231197,-0.6579831340498687,-4.845956148781741,3.2194973965691136,2.7695860179257776
CDMS-XX-10A-VGILO,0.14623774368861647,-0.3671397438670508,0.9249059639108018,-0.694932109427442,-0.7997337016284891
CDMS-XX-5C-MPCAQU,0.5283025107261066,-0.23196023271383207,0.003762025015635004,-0.07949447356060205,-0.048825367921603066
CDMS-XX-6B-SPUCA,0.47051957333841227,-0.8616814071771092,0.3260213382176603,-1.2040755718111316,-0.32057898437881305
CSO-10-4A-KCOMO,-0.1394776213521228,-0.5221421169811626,0.831042712794,-0.2790289020814468,-0.8034559939438792
CSO-10-4A-LRAVI,0.5283025107261066,-0.9475782693391982,1.1356851522349622,-1.0440862504528963,-0.5818608371154811
CSO-10-4A-LSCAVA,0.5283025107261066,-0.7208348255000254,0.6929707236077111,0.4570254034911188,-0.19911020682656064
CSO-10-5A-ACAVA,-1.0515675578492265,0.6946380466307801,-0.32602916636686174,-0.5275586570660847,-0.04245368148289956
CSO-10-5A-ARACA,0.5283025107261066,0.16775434630213834,-1.0119838747436494,0.8229228266068522,0.6557938920712404
CSO-10-5A-DABRZA,0.16234390727081044,1.5066177924347808,-0.8786172463018668,0.8059550816161872,1.9811623268034044
CSO-10-5A-GZAMA,0.4408872977549902,-0.6412757223985612,-0.09565625070648895,-0.4187688818033617,-0.6618796743820186
CSO-10-5A-IPECA,0.5283025107261066,-0.28730136087952696,1.0125059628650992,-0.024924427541610752,-0.6871686537138078
CSO-10-5A-JANORO,0.2939204709473276,-0.9475782693391982,0.7455648491345912,0.7577372214278643,-0.128747955366775
CSO-10-5A-JBUVE,0.5283025107261066,0.7505022966755067,0.7705487423106128,-0.2911668909906447,1.4173168282997797
CSO-10-5A-JJSEMO,-1.0139516038355245,0.9658181602510145,-1.4799321150614753,-0.27311962837773385,0.635244974232562
CSO-10-5A-JLCARI,0.32776172802770304,-0.0319465915861711,-0.15759872981787426,-0.4351699671053764,1.0458564719008567
CSO-10-5A-MAARAN,0.5283025107261066,-0.7960459311064096,-0.09120372578093479,1.1818275368331785,-1.394091822622577
CSO-10-5A-RVMOIB,0.19268244434483003,-0.6099673603231407,0.46698064033962045,-0.4170222271263415,-0.11000043893651194
CSO-10-5A-SVHEES,0.16643283021445404,1.1273142502617244,-0.18104606066145792,-1.1171149474466355,0.6679122918990336
CSO-11-5A-MDVOSPE,0.5283025107261066,-0.6528117923482736,0.27814381804359356,1.2032465033307884,0.12163557833961042
CSO-11-5A-MTAGA,-1.4545956365674155,0.24921795302996952,0.05803158243814344,-0.12136339003922567,-0.8764643237932472
CSO-11-6A-CAPAMU,0.21077960478694546,-0.5429968303320468,-0.4504177219807797,0.33375255407843535,0.39809272170909954
CSO-11-6A-DSCACH,0.5283025107261066,-0.6760828300054518,0.9237766710644395,-0.6308776494216369,-0.5091955738157077
CSO-11-6A-EROMO,0.13333499358227024,-0.6959483499567017,0.5086835094633744,-1.0493781978300176,-0.7949058883326847
CSO-11-6A-FSOVRE,-0.8401764923356178,-0.3663485963993468,-0.5531793166482786,-0.31501705166174343,0.9483280911009149
CSO-11-6B-ANREVA,0.5283025107261066,-0.10538833507941346,0.3289389493371592,-1.3652112475893428,-1.4578494067106664
CSO-11-6B-DISEMO,-4.659600346037268,-0.28654589530920704,-0.11091744121219253,-0.947622179860361,0.5183171986458948
