subject,edges_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20
CSO-18-11B-YLLRE,0.5283025107261066,0.45880100365227855,-0.15087935722118104,-0.18016437829196105
CSO-18-9B-MAMOLO,0.3427017290310057,-2.140660829419035,2.467019251201274,2.5422253141819318
CSO-8-3A-DAPAVA,-0.05789362331542816,-1.143688998464383,1.0634288705760586,1.095871106665695
CSO-8-3A-KVPECO,-5.153686332395694,-1.7916130840284785,1.6433693421462234,2.1902283763388923
CSO-8-4A-ARAGR,-0.48005043889831295,1.2219400670257323,-1.1637295317772713,-1.1744308775859902
CSO-8-4A-JRAAR,-4.8862986221311395,0.10654028274980061,0.3747188829592591,0.5021856443433204
CSO-9-2A-EXMOCO,-0.8723738087411355,0.18292206344700931,0.0159528940144648,0.014421266804435628
CSO-9-4A-AGAPE,0.5283025107261066,-0.5935994443335749,0.13976598822810393,0.005423779144678633
CSO-9-4A-DKVIMO,0.5283025107261066,0.5929679418883365,-0.7471770541266847,-0.7520563563508744
CSO-9-4A-DSMOMU,0.5283025107261066,0.006017707139919452,-0.326689502180381,-0.39567597400958343
CSO-9-4A-DVGATO,0.5283025107261066,-0.6774487966112708,0.8451886887303409,0.9152146519517534
CSO-9-4A-FAGIGA,0.5283025107261066,-0.42630658492371193,-0.26250257408293465,-0.07666926964402425
CSO-9-4A-GSBRCO,0.5283025107261066,-1.1713914299735255,0.798818075836342,0.8029198074223052
CSO-9-4A-KEMOCO,-0.38635910792277184,0.9396395302378777,-0.31486716097604134,-0.637321392002637
CSO-9-4A-LCOMO,0.5283025107261066,-1.6312904990571242,-0.3713258249282717,0.22248356184042462
CSO-9-4A-MLORO,-0.06175017682883804,-0.1865765798738668,-0.8064491546434612,-0.39278784662390936
CSO-9-4A-MPAME,0.5283025107261066,-3.799326285476528,3.1001559161293084,2.924069882352942
CSO-9-4A-NSARPA,-0.5512753694670339,1.3474363174207635,-1.025038787842759,-1.0516977701011327
CSO-9-4A-SLOCA,0.5283025107261066,-1.9616981611074267,1.4857386590447297,1.6367127460037711
CSO-9-4A-YVDITR,0.5283025107261066,1.4935882325818812,-1.1517267028707088,-1.1327019451560456
