subject,z_pe_T2W20,z_l2_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20,y_true,y_pred
CSO-10-5A-MAARAN,-0.9263141546249375,-0.3997394189834599,-2.2978996461232484,1.721181866963701,0.8089409770965569,7,14.076292
CSO-10-5A-RVMOIB,-0.6550877882639554,-1.0387576287587474,0.3328492027918487,0.5096412442525209,0.023686512947082128,15,14.342454
CSO-10-5A-SVHEES,-0.8169346307118744,-1.5091198244094823,0.685684626261394,-0.588641103744508,-1.0220240710576396,10,11.919087
CSO-11-5A-MDVOSPE,-0.5907347888946534,-1.3238195088704423,0.2739460290273028,-1.4747268695831308,-0.8634515972137458,8,11.191336
CSO-11-5A-MTAGA,-0.26509570312500025,-0.16387034447987825,-2.18480258019765,0.04783090400695622,0.143397745768227,12,12.747582
CSO-11-6A-CAPAMU,-0.8309740266799932,-1.3750697352091488,0.3008492269515992,-1.473906041145324,-0.6791901725133257,6,11.111832
CSO-11-6A-DSCACH,-0.6623958851496395,-0.6135776863098144,-0.19224698003132934,-0.01324767525990822,-0.05492234484354779,2,13.633732
CSO-11-6A-EROMO,-0.6251772804260254,-1.3842067070007322,0.3134783503214492,0.02397479820251558,-0.0564877783457432,14,13.441704
CSO-11-6A-FSOVRE,0.08090503215790013,0.7459722598393724,1.0810646645228035,-0.5466025273005144,-0.3141938527425119,15,16.217268
CSO-11-6B-ANREVA,-0.5207045666376745,-0.25698121865590373,0.02649118264516037,2.082765827178955,0.9861069599787392,18,17.4878
CSO-11-6B-DISEMO,-0.6321345354715989,-0.6106369393666587,0.7876761331558217,-1.6169421761830636,-0.7667622257868457,2,12.331323
CSO-11-6B-LHFDLACH,0.9569808994929021,2.068597161293029,1.6956822668711329,-0.19740095742543437,0.018496853828427362,21,19.712479
CSO-11-6B-RJGIHE,-0.32884966818491534,-0.344236810684205,1.0033015063603696,-1.4835836375554396,-0.9591347087224317,7,13.057619
CSO-11-6B-SFLVA,2.407802576065063,1.8580603288014717,1.477655838966369,-0.23738251145680866,-0.8553987369537329,22,19.82086
CSO-11-6B-VCOMA,-0.592933965365091,-0.28317395750681684,1.1494656747182186,-1.4965544850031518,-0.5061078475316367,28,13.440818
CSO-12-6A-DGISE,0.13974823538462244,1.7809560543696057,1.0313486502965294,-0.24075443204243996,-0.8215339892705259,7,17.059887
