subject,nodes_T6W50,edges_T6W50,l1_T6W50,l2_T6W50,l3_T6W50,lcc_T6W50,lsc_T6W50,atd_T6W50,density_T6W50,diameter_T6W50,asp_T6W50
CSO-10-5A-JLCARI,34.012121212121215,48.61212121212121,0.4424242424242424,0.6787878787878788,0.8363636363636363,34.012121212121215,30.466666666666665,2.877350221665206,0.0803369668905096,8.927272727272728,3.8697423975419
CSO-10-5A-MAARAN,30.90745501285347,49.0,0.2519280205655527,0.6375321336760925,2.8123393316195373,30.90745501285347,29.354755784061695,3.1955397682349718,0.0947183756964593,6.987146529562982,3.233101993755364
CSO-10-5A-MAOSMO,35.973365617433416,49.0,0.1186440677966101,0.6464891041162227,0.6610169491525424,35.973365617433416,33.32687651331719,2.7400534325509227,0.0732807042251164,9.34866828087167,4.080652032587628
CSO-10-5A-RVMOIB,35.0,49.0,0.3895486935866983,0.5819477434679335,1.4655581947743468,35.0,32.60807600950119,2.8170008072353045,0.0775729909764305,8.399049881235154,3.720329983144418
CSO-10-5A-SVHEES,31.734939759036145,49.0,1.3397590361445784,0.9301204819277108,1.549397590361446,31.734939759036145,29.906024096385543,3.121035884280084,0.0906072799119178,7.390361445783133,3.350571841234906
CSO-11-5A-MDVOSPE,33.18639053254438,48.85502958579882,0.2751479289940828,0.650887573964497,1.547337278106509,33.18639053254438,31.16568047337278,2.969391151911744,0.0838717842312833,7.831360946745562,3.562857099189212
CSO-11-5A-MTAGA,36.43648208469055,49.0,0.8371335504885994,0.7882736156351792,0.8338762214983714,36.43648208469055,33.153094462540714,2.713087112064497,0.0701234199994086,10.270358306188925,4.402824834358669
CSO-11-6A-CAPAMU,35.56603773584906,48.07816711590296,0.706199460916442,0.261455525606469,1.4070080862533694,34.84097035040431,29.71698113207547,2.7255394589549846,0.0739133242129785,9.47978436657682,4.077767187944959
CSO-11-6A-DSCACH,35.74576271186441,49.0,0.2076271186440678,0.2076271186440678,0.6991525423728814,35.74576271186441,33.15677966101695,2.767292738254873,0.0755133912164903,8.25,3.7498756152581487
CSO-11-6A-EROMO,32.413978494623656,49.0,0.0,3.0,0.8387096774193549,32.413978494623656,29.940860215053764,3.0404188589703645,0.0829952644109824,7.580645161290323,3.5500983753902053
CSO-11-6A-FSOVRE,30.721227621483376,48.74936061381074,0.4833759590792839,1.2838874680306904,1.938618925831202,30.46547314578005,28.869565217391305,3.202788464888416,0.0947854565610772,6.900255754475704,3.2679259463143246
CSO-11-6B-ANREVA,32.950146627565985,49.0,0.2873900293255132,0.841642228739003,1.9178885630498532,32.950146627565985,30.94134897360704,2.998949516363953,0.0854215020779232,7.457478005865102,3.403798955517547
CSO-11-6B-DISEMO,35.7,47.810526315789474,0.0,1.0842105263157895,1.2105263157894737,35.54736842105263,30.26315789473684,2.6937476306995625,0.0713777111008576,10.18421052631579,4.21587738925124
CSO-11-6B-LHFDLACH,34.25668449197861,48.7379679144385,0.56951871657754,1.4171122994652403,1.3475935828877006,34.25668449197861,29.93582887700535,2.8833046534218787,0.074912228088765,10.128342245989304,4.3381801990812985
CSO-11-6B-RJGIHE,32.77018633540373,49.0,0.8850931677018633,0.8819875776397516,2.9627329192546585,32.77018633540373,30.75465838509317,3.0035600199920194,0.0863587241251907,7.521739130434782,3.405189010573373
CSO-11-6B-SFLVA,30.66315789473684,49.0,1.9157894736842105,1.656140350877193,2.736842105263158,30.66315789473684,28.92982456140351,3.2504173875173272,0.0942641676316529,7.543859649122807,3.461480364379596
CSO-11-6B-VCOMA,34.37735849056604,49.0,0.3018867924528302,1.169811320754717,1.5169811320754718,34.37735849056604,31.494339622641508,2.879204370445385,0.0787965350997674,8.90566037735849,3.875745235935906
